Created date|PID|Adviser|Title DE|Title EN|Abstract DE|Abstract EN
2014-12-18T12:41:05.837Z|o:5028|Eva Kernbauer, Dr.phil  |Strategien sozial engagierter Kunst||Zwei Projekte dienen als Ausgangspunkt. Nämlich John Jordans Workshop Disobedience makes History (Tate modern 2010) und das Projekt Gemeinsame Ortsentwicklung der WochenKlausur (Ottenheim 1997) Diese in der Ausarbeitung und Zielsetzung völlig unterschiedlichen künstlerischen Positionen eignen sich sehr gut für eine detailierte Auffächerung unterschiedlicher Strategien engagierter Kunst. Es wird im folgenden die Forschungsfrage verfolgt: Durch den Einsatz welcher spezifischen Strategien (wie) kann ich als Künstler_in erwarten, ein Bewusstsein für soziale Verantwortung[1] im Rezipienten zu erzeugen, das in Folge ein Handeln im Sinne einer Gemeinschaft auslösen kann? Nach einer Verortung sozial engagierter Kunst im komplexen Feld zeitgenössischer Kunsttheorie werden die beiden Projekte hinsichtlich ihrer Strategien ausführlich verglichen. Diese Frage kann nicht einfach beantwortet werden, da sehr viele Faktoren, die spezifisch auf ein soziales Feld einwirken berücksichtigt werden müssen. Eine wichtige Rolle spielt jedoch ein breites Wissen über soziale Interaktionsformen und pädagogische Skills. Es braucht Offenheit, Mut und die Bereitschaft sich im Vorfeld eines Projektes mit Sozialarbeiter_innen, Soziolog_innen oder anderen Expert_innen in Verbindung zu setzen, um das Um- und das Spannungsfeld der Konflikte die auf dieses einwirken genauestens kennenzulernen. Bei sozial engagierter Kunst stehen ethische und moralische Prinzipien im Vordergrund und Strategien sollen nach diesen Kriterien gewählt werden, selbst wenn es dafür Tricks braucht. [1] Ein „Bewusstsein für soziale Verantwortung“ wird nach meinem Verständnis als menschliches Bewusstsein verstanden, das neben seinen eigenen Interessen auch die Interessen von anderen bzw. einer anderen Gruppe wahrnimmt. Wenn es sich bei dieser Gruppe um eine, aufgrund von Gesetzen, Vorurteilen, Herkunft, etc., benachteiligte handelt, sollte der Mensch mit sozialem Verantwortungsbewusstsein sein Handeln danach ausrichten, diese Gruppe nach seinen Möglichkeiten und Ressourcen aus der Position des Nachteils zu unterstützen und in eine annähernd gleichwertige bzw. für die betreffende Gruppe akzeptablere Lebensform überzuführen. Soziales Bewusstsein ist der erste Schritt einer geistigen Bewusstseinswerdung. „Soziale Verantwortung“ bedeutet das aktive Eintreten für die Rechte des_der Benachteiligten.|Since the beginning of my studies I was always interested in the effects that art can have on individuals and society at a whole. Attending the presentation of the London based artist and activist, John Jordan and attending a speech of the founder of the Vienna based artists group “WochenKlausur“ convinced me that “Strategies of socially engaged art“(SEA) should be the topic of my final theses. At the beginning of my theses I take a close look at two selected project examples: • “Disobedience makes History: Exploring Creative resistance at the boundaries of art and life“: A Workshop conducted by John Jordan in the Tate Modern, January 2010. • “Gemeinsame Ortsentwicklung“ conducted by the artists group “WochenKlausur“ in Ottensheim. 1997. Both projects aim to empower participating people in order to make them act responsibly towards a difficult situation. This aim requires a variety of strategies in order to achieve its goals. A socially engaged project wants to change something in real life settings and not only symbolically have a social problem as it's topic. In the following I outline different historical streams of SEA and debates surrounding the topic. How does SEA fit into the art discourse, what constitutes a SEA project, which goals does it follow, which role does the SEA artist assume, etc… the theory derives most importantly from the originally Mexican but now New York based artist Pablo Helguera, and further Grant Kester, Nina Felshin, Rosalyn Deutsche and Juliane Rebentisch. It looks at older texts, like Allan Kaprows “Essays on the blurring of art and life“. Also critics of participatory art projects such as Claire Bishop or even stronger Markus Miessen, who fears participation because of its submissive character, will be discussed. Of course if the leading artist does not have the goal or the skills to positively influence the situation of a community, participation can become hell. But if well conducted a participatory project will lead to emancipation and an active attitude towards social change. The thesis concludes with a comparison by means of the two selected examples to outline the strategies and important elements for real SEA projects. As a result a SEA artist has to bring a profound knowledge of the situation he or she wants to change. In addition he or she needs teaching skills and courage and even take use of some tricks if required.
2014-12-16T20:06:32.564Z|o:5007|Roman Horak, Dr. phil.  |Donauinsel - Die Idee einer Landschaft||Die vorliegende Untersuchung der Donauinsel unter den Aspekten eines „Freizeitparadieses“ und einer Erholungslandschaft hat gezeigt, dass sie unter mannigfaltigen Aspekten als solche auch funktioniert. Obwohl es eine künstlich geschaffene Landschaft ist, lässt sie dies auf weite Strecken vergessen. Abseits der urban gestalteten Teile der Insel gibt es viel Landschaft und zahlreiche ökologische Nischen, die an das ehemalige Überschwemmungsgebiet an der Donau erinnern. Natur in der Stadt ist ein zentrales Thema urbaner Lebensqualität. Dazu gehört auch die Sehnsucht nach Natur, dem Glaube nach dem Glück im Einssein mit der Natur. Die Insel ist ein „natürlicher“ Sehnsuchtsort, ein „Paradies“. Es wird hier also der Frage nachgegangen, inwiefern die Donauinsel als künstliche Landschaft aus Wasser, Sumpf, Aulandschaft und „Gstetten“ unter dem Aspekt des kunsthistorisch definierten „arkadischen Freiraumes“ funktioniert. Nüchtern betrachtet ist die Donauinsel „nur“ ein naturräumlich-strukturiertes Stadtgebiet, die Weitläufigkeit der Insel lassen diese Aspekt jedoch in den Hintergrund treten. Wird das Hochwasserschutzprojekt Donauinsel nun auch unter Ausschluss der eigenen subjektiven Kriterien ihrer Zuschreibung als „Paradies an der Donau“ gerecht? Diese Frage ist das Leitmotiv dieser Arbeit.|The present study of the Danube Island investigates if this landscape fulfills its promises of a "leisure paradise" and a recreational area, and comes to the conclusion that it does so in several aspects. Although it is an artificial landscape, this quality gets lost for long stretches. Away from the urban landscaped areas of the island there are a lot of scenery and numerous ecological niches that are reminiscent of the former flood plain of the Danube. Nature in the City is a central theme of urban quality of life. This includes the longing for nature, faith happiness in oneness with nature. The island is a "natural" place of longing, a "paradise". So it is here the question of how far the Danube Island works as an artificial landscape of water, marsh, floodplain and natural areas under the aspect of the culturally defined “Arcadian free space”. Viewed objectively, the Danube Island is "only" a natural-structured urban area. However the spaciousness of the island pushes this aspect into the background. Does the flood protection project Danube Island justice as "paradise on the Danube", even if we exclude own subjective criteria of this attribution? This question is the leitmotif of the work.
2014-11-24T17:36:26.562Z|o:4824|Gabriele Jutz, Ao. Univ.-Prof.  |Practice for the Big Game||Die Arbeit nutzt filmanalytische Methoden, um in einem typischen Teen Sex Quest Film eine im gegenwärtigen medientheoretischen Diskurs vorhandene Leerstelle zu untersuchen: Die Repräsentation jugendlicher, männlicher Sexualität. Mit welchen filmischen Mitteln wird diese am Beispiel von American Pie (Chris und Paul Weitz) inszeniert und welches Bild des sich sexuell entwickelnden jungen Mannes resultiert daraus? Es zeigt sich, dass die Inszenierung von Masturbationsszenen der Handlungs-Normierung der Figuren dient. Die Betonung der homosozialen Männergruppe sowie die Inszenierung der Vater-Sohn-Beziehung lassen eine Parallele zu US-amerikanischen Aufklärungsfilmen der 1950-er Jahre erkennen, deren Ziel gleichfalls die sexuelle Normierung der Zuschauerschaft ist. Am Beispiel von American Pie wird deutlich, dass Männlichkeit mit einer gelebten heteronormativen Sexualität gleichgesetzt wird, was die wertkonservative Tendenz in Hollywood-Produktionen der späten 1990-er Jahre sichtbar macht.|This thesis uses the methods of film analysis to explore the representation of young male sexuality in American Pie (Chris and Paul Weitz), a typical Teen Sex Quest film. Current cultural theoretical discourse neglects the representation of young masculine sexuality. This thesis contributes to the closing of this gap by answering the following research questions: Which images and film techniques are used to represent male sexuality in American Pie? What overall image of the sexually developing young American male do these images and techniques express? This analysis will show that two scenes showing the main character performing autoerotic acts demonstrate the normalization of male sexuality. Too, the important role of both the homosocial peer group and the relationship between father and son further establishes a connection to 1950s sex education films, which aimed at the normalization of the spectators’ sexuality. All things considered, by showing how masculinity is equated to living a heteronormal sexuality, American Pie reflects the rise of conservative values in 1990s Hollywood productions.
2014-09-02T09:50:52.693Z|o:4230|Hani Rashid, Prof  ||Axonic Intervention||The proposal consists of revitalizing the Shushtar new town through rehabilitation of the urban context. The region is developing its educational facilities and as the art university of the new town is becoming international the city needs to catch up on the necessary facilities. located in the north of ancient fortress city of Shushtar, the project of the new town has been initiated to revitalize the economy of Shushtar during the 70's. However, due to the Islamic revolution and the Iran-Iraq war the construction has been brought to a halt. Today the city which has won the Agha-Khan prize is covered with urban voids and lies in desolation. The first phase consists of developing a strategy to create a master plan which integrates the new town into it's context. The concept is to picture a different idea of city center by creating intensely interconnected network as a substitute for the linear, hierarchical spine which has been designed in the original project. During the second phase the focus goes on the biggest of the voids to interpret the masterplan to an Architecture which could return the original value to the otherwise abandoned town and its population: An architecture which interacts with the existing to portray the overlay of history that has shaped the city and creates dynamic educational, cultural, sport related and commercial platforms to encourage the flow of activity towards Shushtar new town .
2014-08-11T15:11:41.434Z|o:4178|Ferdinand Schmatz, Univ. Prof.  |Ableben||Meine Bachelorarbeit für das Studium der Sprachkunst trägt den Titel „Ableben“. Sie widmet sich dem Wahrnehmen und Handeln einer Frau, die von der Beziehung zu einer imaginären, abhängigkeitserzeugenden Person geprägt ist. Maria Morbus, so der Name der Hauptfigur, erleidet einen schweren Verkehrsunfall, im Rahmen dessen diese imaginäre Person in ihrer Realität stirbt. Vom plötzlichen Verlassen-Sein schwer betroffen, begeht Maria einen Selbstmordversuch, der allerdings vom Beobachter Henrich Fischer, „Henry“, verhindert wird. In weiterer Folge des Textes werden Frau Morbus‘ Aufenthalt in der geschlossenen Psychiatrie, ihre frühzeitige Entlassung und die Schwierigkeiten in der Resozialisierung thematisiert. Weitere behandelte Aspekte sind die familiäre Vergangenheit und Gegenwartssituation der Protagonistin, ihre Wiedervereinigung mit dem Vater und das Verhältnis zu Kindern. Leitfaden der Erzählung ist Marcel, das imaginäre Über-Ich, das Maria nach dem Unfall in Stimmen und Berührungen begegnet und sie zu diversen abnormen Handlungen verleitet. Die Perspektiven des Schreibens wechseln vom Ich-Erzählen der Protagonistin zu Sichtweisen aus der dritten Person konzentriert auf weitere Handlungsfiguren.|The title of my Bachelor’s paper for Creative Writing is called „Passing“. It gives an insight into a woman’s reception and actions, which are concisely influenced by her relationship with an imaginary person invented by herself. Maria Morbus, as the main character is called, suffers from the consequences of a severe car accident, in which Marcel, her imaginary lover, dies within her reality. Affected by the past events, only the observer Henrich Fischer, in short „Henry“, can save her form a suicide attempt. The following pages are dedicated to the main character’s stay in a closed psychiatry, her anticipated release and the difficulties reconnecting with the ones surrounding her. Further aspects are the past and present of Maria’s family situation, her mother’s death, meeting her father again after a long time of struggle and the longing for being a mother herself. Meanwhile, the growing influence of imaginary Marcel remains almost unnoticed and leads to shocking consequences. The perspective of writing constantly changes from first-person to third-person, dependent on the characters described.
2014-07-30T08:55:42.077Z|o:4137|Ferdinand Schmatz,   |Angostura||Angostura ist ein Romanfragment. Santino kehrt aus der Arabischen Revolution zurück nach Wien und schliesst sich seinem alten wohlhabenden Freund Rafael an um ein Lido auf Sizilien zu betreiben.|Angostura is a novel fragment. A small group of young people under the lead of rafael and santino try to make their way to live and work in sicily.
2014-07-29T20:55:22.935Z|o:4131|Eva Maria Stadler, Mag  |Work on Textile and Photography||wird noch nachgereicht|will be given later
2014-07-22T19:24:42.673Z|o:4099|Marion Elias, ao. Univ.-Prof. Dr.phil. Mag.art.  |< < Die > >  Kunst und ihre Kritik||Was ist Kunst? Diese Frage ist schwierig bis unmöglich zu beantworten. In dieser Arbeit wurde versucht den Begriff Kunst, über die Epochen hinweg, geschichtlich, in seiner Entwicklung, aufzuarbeiten, in dem man sich den großen Philosophen, wie Platon, Hegel und Kant, und der Ästhetik zuwandte. Weiter versuchte man auf die Spur zu kommen, wo der Streit zwischen Kunst und Wissenschaft begraben liegt. Parallel dazu wurde in den weiteren Kapiteln die Entwicklungsgeschichte des Künstlers analysiert. Aus der schwierigen Lage zwischen Kunst und Wissenschaft, in der Antike, schlitterte er in die Anonymität des Mittelalters, dann in den Kampf, um Anerkennung, mit den Gilden und Zünften, gefolgt von einem leidenden Leben, als ärmlicher Außenseiter der Gesellschaft, bis hin zum Alleinunternehmer, seines kleinen Kunstbetriebes, der mit gestärktem Selbstbewusstsein, sich der Masse und ihren Kritiken stellt. Mit einem kritischen Auge wurde dann der Sinn von Kunstkritik und der Beruf des Kritikers unter die Lupe genommen. KunstkritikerInnen können mit ihren Bewertungen den Lauf der Kunst beeinflussen, da die meisten Kritiker auch als Kuratoren arbeiten, die dann bestimmen, was gute Kunst ist und was ausgestellt wird.|What is art? This question is difficult and impossible to answer. This work tries to review the term art, through the epochs, historically, in its development, with the help of the great philosophers, like Platon, Hegel and Kant, as well as the concept of aesthetics. Furthermore, this work tries to get on to the track where the quarrel between art and science stems from. Parallel to that, in the next chapters the historical development of the artist was analyzed. From the difficult situation between art and science, in the ancient world, the artist slithered into the anonymity of the middle age, then the fight for recognition with the art guilds, followed by a life full of suffering as a poor outcast of society, till becoming a businessman of his own small art company, who faces the critiques of the masses with a strengthened self-confidence. With a critical eye the significance of art critique and the profession of the critic was examined carefully. Art critics are able to influence the path of art with their evaluations because most critics work also as curators and consequently they can determine what good art is and what will be shown in exhibitions.
2014-07-17T12:29:14.336Z|o:4081|Esther Dischereit, Mag.  |Mexiko||Nach 5 Jahren kommt Ilse aus Mexiko zurück nach Europa, und muss feststellen, dass sie, Anfang dreißig, weder Job noch Ausbildung noch festen Wohnsitz hat. Den ersten Abend verbringt sie bei Ihren guten Freunden Ruth und Max, die mittlerweile ein Paar sind und sich in einer schicken Wohnung eingerichtet haben. Die Wiedersehensfreude ist anfangs groß, man lacht, trinkt und erinnert sich an früher. Aber je später es wird, desto offensichtlicher tritt der eigentliche Konflikt zutage: die Lebensrealitäten der drei haben sich in unterschiedliche Richtungen entwickelt, Lebenskonzepte stoßen aneinander und alle drei machen einander und sich selbst etwas vor....|The friends come together after five years and discover, that they took different ways in live.....
2014-07-16T15:39:01.369Z|o:4073|ruth schnell, uni.prof  |unendliche auflösung||.|.
2014-07-08T14:03:32.121Z|o:4031|Oliver Kartak, Univ.prof  |CALLBIKE||Anlässlich meiner Diplomarbeit habe ich meine leidenschaft fürs Fahrradfahren, meine Kompetenzen als nebenberuflicher Fahrrad Mechaniker und meine Kenntnisse im Bereich visueller Kommuni- kation zusammengeführt und eine Mobile Radwerkstatt für den einsatz in Wien entwickelt.|On occasion of my thesis I have combined my passion Furs cycling, my skills as part-time bicycle mechanic and my knowledge in the field of visual communication to develop a mobile bicycle repair shop for the use in Vienna.
2014-07-08T13:46:36.165Z|o:4030||CALLBIKE||Anlässlich meiner Diplomarbeit habe ich meine leidenschaft fürs Fahrradfahren, meine Kompetenzen als nebenberuflicher Fahrrad Mechaniker und meine Kenntnisse im Bereich visueller Kommuni- kation zusammengeführt und eine Mobile Radwerkstatt für den einsatz in Wien entwickelt.|On occasion of my thesis I have combined my passion for cycling, my skills as part-time bicycle mechanic and my knowledge in the field of visual communication to develop a mobile bicycle repair shop for the use in Vienna.
2014-07-08T08:20:05.366Z|o:4023|Ferdinand Schmatz, Univ.-Prof. Dr. Phil.  |Einsame Planeten||Eine junge Frau wächst in urbanem Umfeld ohne Vater auf. Die Mutter trinkt, oder sagen wir – sie säuft. Es gibt für die Tochter nicht viele Gründe, in der Früh aus dem Bett zu steigen. Eines Tages trifft sie einen Mann, bald lieben sie einander. Dann verschwindet sie in alle Welt, flieht oder geht auf die Suche. Nach ihrem Vater und einer Antwort darauf, warum dieser lieber in einem fernen Land Waisenkinder pflegt, als seine eigene Tochter.|A young woman growing up in an urban environment without a father. Her mother is an alcoholic. For her daughter there aren't many reasons to get out of bed in the morning. One day she meets a man, they fall in love. Then she disappears, escapes, longs. For her father and an answer why he prefers to care for orphans far away from home even more than he cares for his own daughter.
2014-07-04T06:56:07.577Z|o:4007|Ruth Schnell, Mag.a  |laut_position||Bei der Arbeit laut_position handelt es sich um eine Soundinstallation bestehend aus vier Modulen, welche jeweils aus mindestens einem Lautsprecher und Motor aufgebaut sind. Neben der zugrunde liegenden elektroakustischen Komposition haben diese Module noch etwas gemeinsam: Lautsprecher werden in Bewegung versetzt und physisch durch den Raum transportiert. Sie bewegen sich fliegend, kriechend, hämmernd oder hüpfend durch den Raum. Dieses spezifische Verhältnis zwischen Klang, Raum und Bewegung wird erforscht, um neue kompositorische Möglichkeiten und Hörerfahrungen zu erzeugen.|Bei der Arbeit laut_position handelt es sich um eine Soundinstallation bestehend aus vier Modulen, welche jeweils aus mindestens einem Lautsprecher und Motor aufgebaut sind. Neben der zugrunde liegenden elektroakustischen Komposition haben diese Module noch etwas gemeinsam: Lautsprecher werden in Bewegung versetzt und physisch durch den Raum transportiert. Sie bewegen sich fliegend, kriechend, hämmernd oder hüpfend durch den Raum. Dieses spezifische Verhältnis zwischen Klang, Raum und Bewegung wird erforscht, um neue kompositorische Möglichkeiten und Hörerfahrungen zu erzeugen.
2014-07-03T12:36:19.973Z|o:4004|xy XY,   |Phaidra-Test||Zusammenfassung|abstract...
2014-07-03T12:26:07.289Z|o:4003|xy XY,   |Phaidra-Test||Zusammenfassung|abstract...
2014-07-02T20:54:07.770Z|o:3993|Martin Walde,   |Brüden||Gips-Wasser-Mischungsverhältnisse erzielen nur dann das gewünschte Ergebnis, wenn diese genau eingehalten werden. Raumtemperatur, Wassertemperatur, Zusammensetzung des Wassers und spezifische Beschaffenheit des Gipses sind unter anderem zu berücksichtigen. Ein Würfel für Gips. Ein Würfel für Wasser. In ihren Versuchen möchte Perihan den Beipackzettel zum sicheren Gebrauch nur als ein mögliches Mischungsverhältnis unter vielen verstehen. Durch die Verwendung zweier 6er- Würfel als Zufallsgeneratoren werden 36 Kombinationen, die von 6 : 1 - 1: 6 variieren können, möglich. Um gleiche Verhältnisse für jede Mischung zu erzeugen, verwendet sie eine einfache Espressomaschine. Diese gewährleistet, dass alle Mischungsverhältnisse, die durch den Würfelwurf entstanden sind, unter gleichen Bedingungen hergestellt werden. Durch die unterschiedlichen Konsistenzen entstehen Objekte mit verschiedenen Größen und Oberflächen.|Plaster-water mixing ratios only achieve the desired result when they are followed precisely. Room temperature, water temperature, the composition of the water, and specific qualities of the plaster, amongst other things, must also be taken into consideration. One die for plaster. One die for water. In her experiment Perihan sees the instruction leaflet for proper usage as but one of many possible mixing ratios. Using two six-sided dice as random generators, there are 36 combinations that vary from 6:1 to 1:6. In order to provide the same conditions for each mixture she uses a simple espresso machine. This ensures that all mixing ratios derived from casting the dice are produced under the same conditions. Through the different consistencies objects emerge with various sizes and surfaces.
2014-07-01T11:09:13.523Z|o:3982|ruth schnell, univ.prof.  |PITY WARS||Die Performance beruht auf dem Spiel Battle Ships oder Schiffe versenken: Zwei Spieler versuchen die Position der gegnerischen Schiffe auf dem Spielfeld zu erraten. Anders als beim Original, bei dem die Felder manuell gewählt werden, entscheidet sich der Sieg bei Pity Wars (engl.: Mitleidskriege) nicht nur durch das Trefferglück, sondern auch durch die Menge geweinter Tränen, die auf das Board tropfen und digital ausgewertet werden. Die Inszenierung der Spieler mit Fokus auf den Gesichtern, zeigt, was diese bereit sind zu geben, um erfolgreich zu leiden und zu gewinnen: durch physische Reizung, Emotion, Schauspielkunst. Während die moderne, anonymisierte Kriegsführung, durch zwischen Aktion und Auswirkung geschaltete Interfaces, immer weiter von der gefühlsmäßigen Involvierung des Einzelnen wegführt (siehe www. collateralmurder.com), vollzieht Pity Wars eine anachronistische, ironische Repersonalisierung und Emotionalisierung einer abstrahierten kriegerischen Handlung.|PITY WARS - Loose Lids Sink Ships. A Performance based on the well-known game Battle Ships: Two Players try to guess the position of their enemy’s ships in a grid. As opposed to the original, in which fields are selected manually, the chances of victory are determined not only by luck in hitting the correct field, but also by the amount of tears cried, dripping on the board and being evaluated digitally. The staging of the players faces shows what they are willing to endure - suffering - in order to win: physical excitation, emotion, acting skills. As modern warfare leads further away from involving the individual on an emotional level, Pity Wars are twisting things around anachronistically by means of adding emotional appeal to an abstract act of warfare as well as by means of ironic re-personalization.
2014-07-01T09:17:11.856Z|o:3979|Martin Walde,   |< < The > >  Creator Has a Master Plan||Auf einem entlegenen Zwergplaneten besingt die einzige Person einen zustürzenden Kometen.|On a distant dwarf planet the only person sings of a plummeting comet.
2014-07-01T08:48:55.814Z|o:3975|Martin Walde,   |hypercycle  &  cyclecop||Aber ich glaube immer noch, dass der Geist des Fahrrads neben der Liebe das ist, was in der Welt am besten verteilt ist. [sic!] Mindi Monumentana, Tempo Lectri #14 Das Tekkno produzierende und auf der Flucht begriffene Fahrrad ist unsere geräumige Bleibe, die Klarheit unserer Visionen und die Glut unserer Leidenschaften.|But I still believe that, beside love, the ghost of the bicycle is that which is best distributed in the world. [sic!] Mindi Monumentana, Tempo Lectri #14 The techno producing bicycle on the run is our spacious abode, the clarity of our visions, and the fervour of our passions.
2014-06-30T16:32:33.544Z|o:3970|Ruth Mateus-Berr, ao.Univ-Prof  Anton Falkeis, ao.Univ-Prof.  ||UN-titled||Two continents Two capital cities Two languages To meet in a third continent, a third capital city, in a third language; Vienna was a place to meet. Two characters researching the concept of being lost and its relation to the city. Two characters dwelling upon the notions of wandering and nomadism. One rhizomatic question: how can the city be lost? Wandering is a state of mind, a way of discovering. It is a challenge. It implies taking the risk of the possibilities that life has to offer. Nomadism is the physical search, the continuous path. Conceptual nomadism resembles wandering. Physical and intellectual search is the movement for the nomad and the wanderer. There is always a reason to place yourself in between, there are conditions pushing you to be in this position. But even when these conditions would disappear, you can never go back to point A and you will be never reach point B. Everyone is a wanderer. You don’t know where you were before and you don’t know where you will go. Life is in between. Scientists, artists, intellectuals walk upon the quest for the beginning. This answer has not been reached. Point A and point B seem distant, lost. The question is now placed on the intermezzo, on life. This art-based research has no final results. The importance of this project stands on its process. In every step of the project there is a result, there is a question. This project is set in a rhizomatic structure; as a productive dialogue between art and theory. An open research on the city following two important statements: "the city is the people", as said by Shakespeare, and on the analysis on the behaviors of time and matter. Cities are a beautiful concert of people, time and space.
2014-06-30T16:10:20.914Z|o:3968|Ruth Mateus-Berr, Univ-Prof.  Anton Falkeis, Univ-Prof  ||UN-titled||Two continents Two capital cities Two languages To meet in a third continent, a third capital city, in a third language; Vienna was a place to meet. Two characters researching the concept of being lost and its relation to the city. Two characters dwelling upon the notions of wandering and nomadism. One rhizomatic question: how can the city be lost? Wandering is a state of mind, a way of discovering. It is a challenge. It implies taking the risk of the possibilities that life has to offer. Nomadism is the physical search, the continuous path. Conceptual nomadism resembles wandering. Physical and intellectual search is the movement for the nomad and the wanderer. There is always a reason to place yourself in between, there are conditions pushing you to be in this position. But even when these conditions would disappear, you can never go back to point A and you will be never reach point B. Everyone is a wanderer. You don’t know where you were before and you don’t know where you will go. Life is in between. Scientists, artists, intellectuals walk upon the quest for the beginning. This answer has not been reached. Point A and point B seem distant, lost. The question is now placed on the intermezzo, on life. This art-based research has no final results. The importance of this project stands on its process. In every step of the project there is a result, there is a question. This project is set in a rhizomatic structure; as a productive dialogue between art and theory. An open research on the city following two important statements: "the city is the people", as said by Shakespeare, and on the analysis on the behaviors of time and matter. Cities are a beautiful concert of people, time and space.
2014-06-30T15:41:47.714Z|o:3966|ruth schnell, univ. prof  |interface||Die Geschichte der Menschheit war schon immer geprägt von der Suche nach dem Schönen, Wahren und Guten. Das ganze lässt sich in Wissenschaft und Forschung subsummieren, dazu kommt noch die Kunst, die dem ganzen Treiben einen schönen Rahmen gibt und ständig davon getrieben wird sich selbst zu rechtfertigen. Doch das Ganze benötigt einen Motor. Einen inneren Zustand der Ungewissheit, Unzufriedenheit und Drang sich zu verändern. Diesen Zustand erreicht man nicht von ungefähr oder von selbst, man muss in diesen Zustand versetzt werden. Ein zufriedener Mensch wird niemals die Kraft aufbringen sich zu verändern oder seinem Leben, das er ja in Einklang mit dem Kosmos lebt, radikale Impulse zu setzen. Im folgenden werde ich mich mit den Motiven, die uns alle leiten, beschäftigen und meine subjektiven Forschungsergebnisse in eine Videoinstallation verpacken.|The history of mankind has always been dominated by the search for beauty, truth and goodness. The whole can be subsumed in science and research, of that there is the art, which is a nice frame to the comings and goings and constantly driven it is to justify himself. But the whole thing needs a motor. An inner state of uncertainty, dissatisfaction and desire to change. This condition is achieved not by chance or by yourself, you must be brought into this state. A contented person is never muster up the power to change or to put his life that he indeed lives in harmony with the cosmos radical impulses. In the following I am going with the motives that guide us all, employ and pack my subjective findings in a video installation.
2014-06-29T22:40:58.970Z|o:3962|Rainer Wölzl, Univ-Prof  |Sendeanstalt||„Benjamin glaubte, dass bei der Entstehung einer bestimmten gesellschaftlichen Form oder eines technischen Prozesses die Dimension des Utopischen hineinspielt, und darüber hinaus, dass gerade im Augenblick des Veraltens einer Technologie diese Dimension wie das letzte Aufglühen eines sterbenden Sterns nochmals freigesetzt wird. Denn das Veralten, das Gesetz der Warenproduktion schlechthin, befreit den Gegenstand aus dem Zugriff der Nützlichkeit und offenbart zugleich das leere Versprechen jenes Gesetzes.“ - Rosalind Krauss, „Voyage“, S. 41|“Benjamin believed that at the birth of a given social form or technological process the utopian dimension was present and, furthermore, that it is precisely at the moment of obsolescence of that technology that it once more releases this dimension, like the last gleam of a dying star. For obsolescence, the very law of commodity production, both frees the outmoded object from the grip of utility and reveals the hollow promise of that law.” – Rosalind Krauss, „Voyage“, S. 41
2014-06-27T07:28:10.293Z|o:3956||Souvenirs et leurs limites||Rublows Diagnose Katalog beschäftigt sich mit der Unendlichkeit der Reproduzierbarkeit von Informationen. Modelle über medizinische Kategorien werden in Erinnerung gebracht. „Der Inhalt der psychopathologischen Stempel ist auflösungsorientiert und weist auf die Unreproduzierbarkeit von wissenschaftlichen Entscheidungsprozessen hin.“ (Michel Foucault)|The presented artist book is an intependent artistic artefact and contains so called „diagnostic stamps“. These originated emblems which could be classified as stamps from today‘s point of view are artistic works developed out of the discussion about the methodology of scientific and medical categories and approaches.
2014-06-26T13:06:30.843Z|o:3950|Virgil Widrich, Uni.-Prof  |Artefakte||Ar|te|fakt 〈n.; –(e)s, –e〉 1 ein von Menschenhand geschaffener Gegenstand 2 (Diagnostik) künstliche Veränderung eines Befundes, eine Bildstörung 3 (Medizin) künstlich hervorgerufene Veränderung am Körper Anita Peretti hat sich in ihrer Zusammenarbeit mit der Universitätsklinik für Radiologie und Nuklearmedizin, des Allgemeinen Krankenhauses Wien, mit dem Alltag der Ärzte und Patienten auseinandergesetzt. Ihre Bestandsaufnahme, der verschiedenen Arzt-Patient-Beziehungen, hat sie in einer Reihe von Artefakten, in Form von Schmuckstücken, verarbeitet, die bei der Durchleuchtung mit Röntgenstrahlen ein unerwartetes Innenleben zum Vorschein bringen.|ar|te|fact 1 a man-made object 2 (Diagnosis) undesired alteration in data, an image interference 3 (Medicine) an artificial body mutation A project developed in collaboration with the Department of Biomedical Imaging and Image-guided Therapy at the General Hospital of the Medical University of Vienna. The analysis of different doctor–patient relationships resulted in a series of jewellery pieces that reveal an unexpected inside when x-rayed.
